,Open,High,Low,Close,Volume,Date,VWAP,RSI,MACD,EMA,Target,TargetClass
4985,1052.8,1064.1,1043.15,1047.6,1188988.0,2023-01-12,1075.1078087878952,37.43023608555808,-11.944654045323205,1074.1914262354267,1047.6,0
